Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,lat,lon,Continent,World
Shaanxi,China,04/19/2020 07:00,256,3,252,0,0,2020-04-19 22:00:00,1,37330000.0,36.0,109.0,Asia,Worldwide
Jilin,China,04/19/2020 07:00,104,1,97,0,0,2020-04-19 22:00:00,6,27460000.0,42.9995032,125.9816054,Asia,Worldwide
Chongqing,China,04/19/2020 07:00,579,6,570,0,0,2020-04-19 22:00:00,3,30480000.0,29.5585712,106.5492822,Asia,Worldwide
Henan,China,04/19/2020 07:00,1276,22,1254,0,0,2020-04-19 22:00:00,0,95590000.0,34.0000001,113.9999999,Asia,Worldwide
Gansu,China,04/19/2020 07:00,139,2,137,0,0,2020-04-19 22:00:00,0,25580000.0,38.0000001,101.9999999,Asia,Worldwide
Hunan,China,04/19/2020 07:00,1019,4,1015,0,0,2020-04-19 22:00:00,0,67370000.0,27.6662087,111.74870630000001,Asia,Worldwide
Anhui,China,04/19/2020 07:00,991,6,984,0,0,2020-04-19 22:00:00,1,62000000.0,32.0,117.0,Asia,Worldwide
Jiangxi,China,04/19/2020 07:00,937,1,936,0,0,2020-04-19 22:00:00,0,45200000.0,28.0,116.0,Asia,Worldwide
Guizhou,China,04/19/2020 07:00,147,2,145,0,0,2020-04-19 22:00:00,0,34750000.0,27.0,107.0,Asia,Worldwide
Guangxi,China,04/19/2020 07:00,254,2,252,0,0,2020-04-19 22:00:00,0,48380000.0,24.0,109.0,Asia,Worldwide
Hainan,China,04/19/2020 07:00,168,6,162,0,0,2020-04-19 22:00:00,0,9258000.0,19.2000001,109.5999999,Asia,Worldwide
Xinjiang,China,04/19/2020 07:00,76,3,73,0,0,2020-04-19 22:00:00,0,21810000.0,41.7574769,87.1673842,Asia,Worldwide
Ningxia,China,04/19/2020 07:00,75,0,75,0,0,2020-04-19 22:00:00,0,6301000.0,37.3095528,105.9608553,Asia,Worldwide
Qinghai,China,04/19/2020 07:00,18,0,18,0,0,2020-04-19 22:00:00,0,5627000.0,35.40709520000001,95.95211570000001,Asia,Worldwide
Tibet,China,04/19/2020 07:00,1,0,1,0,0,2020-04-19 22:00:00,0,3180000.0,31.894343199999998,87.07813709999999,Asia,Worldwide
New South Wales,Australia,04/19/2020 07:00,2957,28,1357,165137,0,2020-04-19 22:00:00,1572,7544000.0,-33.8548157,151.2164539,Oceania,Worldwide
Queensland,Australia,04/19/2020 07:00,1019,6,738,82763,0,2020-04-19 22:00:00,275,5071000.0,-27.468968199999996,153.02349909999998,Oceania,Worldwide
Victoria,Australia,04/19/2020 07:00,1328,15,1188,82000,0,2020-04-19 22:00:00,125,6359000.0,-37.814217600000006,144.9631608,Oceania,Worldwide
South Australia,Australia,04/19/2020 07:00,435,4,354,57744,0,2020-04-19 22:00:00,77,1677000.0,-34.928180499999996,138.5999312,Oceania,Worldwide
Western Australia,Australia,04/19/2020 07:00,545,7,426,28888,0,2020-04-19 22:00:00,112,2589000.0,-31.952712100000003,115.86047959999999,Oceania,Worldwide
Tasmania,Australia,04/19/2020 07:00,192,8,67,5376,0,2020-04-19 22:00:00,117,515000.0,-42.8825088,147.3281233,Oceania,Worldwide
Australian Capital Territory,Australia,04/19/2020 07:00,103,3,89,6996,0,2020-04-19 22:00:00,11,412576.0,-35.488350200000006,149.00269419999998,Oceania,Worldwide
Northern Territory,Australia,04/19/2020 07:00,27,0,11,3625,0,2020-04-19 22:00:00,16,211945.0,-12.46044,130.8410469,Oceania,Worldwide
,Artania Cruise,04/19/2020 07:00,41,2,0,0,0,2020-04-19 22:00:00,39,1300.0,-32.065715000000004,115.67786299999999,Oceania,Worldwide
New York,US,04/19/2020 07:00,242570,17627,28884,0,0,2020-04-19 22:00:00,196059,19542200.0,40.7127281,-74.0060152,North America,Worldwide
New Jersey,US,04/19/2020 07:00,81599,4249,498,0,0,2020-04-19 22:00:00,76852,8909000.0,40.0757384,-74.4041622,North America,Worldwide
Massachusetts,US,04/19/2020 07:00,36372,1560,1299,0,0,2020-04-19 22:00:00,33513,6902000.0,42.3788774,-72.03236600000001,North America,Worldwide
Pennsylvania,US,04/19/2020 07:00,31795,1105,373,0,0,2020-04-19 22:00:00,30317,12810000.0,40.9699889,-77.72788309999999,North America,Worldwide
California,US,04/19/2020 07:00,30812,1148,2740,0,0,2020-04-19 22:00:00,26924,39560000.0,36.7014631,-118.75599740000001,North America,Worldwide
Michigan,US,04/19/2020 07:00,30791,2308,3237,0,0,2020-04-19 22:00:00,25246,9996000.0,43.6211955,-84.6824346,North America,Worldwide
Illinois,US,04/19/2020 07:00,29161,1259,606,0,0,2020-04-19 22:00:00,27296,12740000.0,40.079660600000004,-89.4337288,North America,Worldwide
Florida,US,04/19/2020 07:00,25492,748,174,0,0,2020-04-19 22:00:00,24570,21300000.0,27.7567667,-81.4639835,North America,Worldwide
Louisiana,US,04/19/2020 07:00,23580,1267,0,0,0,2020-04-19 22:00:00,22313,4660000.0,30.8703881,-92.007126,North America,Worldwide
Texas,US,04/19/2020 07:00,18905,483,4806,0,0,2020-04-19 22:00:00,13616,28700000.0,31.8160381,-99.51209859999999,North America,Worldwide
Georgia,US,04/19/2020 07:00,17841,677,340,0,0,2020-04-19 22:00:00,16824,10520000.0,32.329380900000004,-83.1137366,North America,Worldwide
Connecticut,US,04/19/2020 07:00,17550,1086,63,0,0,2020-04-19 22:00:00,16401,3573000.0,41.6500201,-72.7342163,North America,Worldwide
Maryland,US,04/19/2020 07:00,12326,537,771,0,0,2020-04-19 22:00:00,11018,6043000.0,39.5162234,-76.9382069,North America,Worldwide
WA,US,04/19/2020 07:00,12064,630,1765,0,0,2020-04-19 22:00:00,9669,7536000.0,47.2868352,-120.2126139,North America,Worldwide
Indiana,US,04/19/2020 07:00,10641,545,173,0,0,2020-04-19 22:00:00,9923,6692000.0,40.327012700000004,-86.1746933,North America,Worldwide
Ohio,US,04/19/2020 07:00,10222,451,448,0,0,2020-04-19 22:00:00,9323,11690000.0,40.225356899999994,-82.6881395,North America,Worldwide
Colorado,US,04/19/2020 07:00,9440,413,529,0,0,2020-04-19 22:00:00,8498,5696000.0,38.7251776,-105.60771670000001,North America,Worldwide
Virginia,US,04/19/2020 07:00,8053,258,721,0,0,2020-04-19 22:00:00,7074,8518000.0,37.1232245,-78.4927721,North America,Worldwide
Tennessee,US,04/19/2020 07:00,6762,146,3234,0,0,2020-04-19 22:00:00,3382,6770000.0,35.7730076,-86.28200809999998,North America,Worldwide
North Carolina,US,04/19/2020 07:00,6376,191,1177,0,0,2020-04-19 22:00:00,5008,10380000.0,35.6729639,-79.03929190000001,North America,Worldwide
Missouri,US,04/19/2020 07:00,5596,198,511,0,0,2020-04-19 22:00:00,4887,6126000.0,38.7604815,-92.5617875,North America,Worldwide
Arizona,US,04/19/2020 07:00,4724,180,6,0,0,2020-04-19 22:00:00,4538,7172000.0,34.395342,-111.76327549999999,North America,Worldwide
Alabama,US,04/19/2020 07:00,4723,147,0,0,0,2020-04-19 22:00:00,4576,4888000.0,33.258881699999996,-86.8295337,North America,Worldwide
Rhode Island,US,04/19/2020 07:00,4491,137,0,0,0,2020-04-19 22:00:00,4354,1057000.0,41.7962409,-71.59923719999999,North America,Worldwide
South Carolina,US,04/19/2020 07:00,4248,119,0,0,0,2020-04-19 22:00:00,4129,5084000.0,33.687438799999995,-80.4363743,North America,Worldwide
Wisconsin,US,04/19/2020 07:00,4199,212,194,0,0,2020-04-19 22:00:00,3793,5814000.0,44.4308975,-89.6884637,North America,Worldwide
Mississippi,US,04/19/2020 07:00,3974,152,0,0,0,2020-04-19 22:00:00,3822,2987000.0,32.9715645,-89.7348497,North America,Worldwide
Nevada,US,04/19/2020 07:00,3644,151,1770,0,0,2020-04-19 22:00:00,1723,3034000.0,39.515882500000004,-116.85372269999999,North America,Worldwide
Utah,US,04/19/2020 07:00,2933,25,220,0,0,2020-04-19 22:00:00,2688,3161000.0,39.4225192,-111.71435840000001,North America,Worldwide
Kentucky,US,04/19/2020 07:00,2707,144,979,0,0,2020-04-19 22:00:00,1584,4468000.0,37.5726028,-85.1551411,North America,Worldwide
Washington DC,US,04/19/2020 07:00,2666,91,608,0,0,2020-04-19 22:00:00,1967,633427.0,38.894893200000006,-77.0365529,North America,Worldwide
Oklahoma,US,04/19/2020 07:00,2570,139,1534,0,0,2020-04-19 22:00:00,897,3943000.0,34.9550817,-97.2684063,North America,Worldwide
Delaware,US,04/19/2020 07:00,2538,67,466,0,0,2020-04-19 22:00:00,2005,967171.0,38.6920451,-75.4013315,North America,Worldwide
Iowa,US,04/19/2020 07:00,2513,74,1095,0,0,2020-04-19 22:00:00,1344,3156000.0,41.9216734,-93.3122705,North America,Worldwide
Minnesota,US,04/19/2020 07:00,2213,121,1118,0,0,2020-04-19 22:00:00,974,5611000.0,45.98965870000001,-94.6113288,North America,Worldwide
Kansas,US,04/19/2020 07:00,1854,86,421,0,0,2020-04-19 22:00:00,1347,2912000.0,38.27312,-98.58218719999999,North America,Worldwide
Oregon,US,04/19/2020 07:00,1844,72,42,0,0,2020-04-19 22:00:00,1730,4191000.0,43.9792797,-120.737257,North America,Worldwide
New Mexico,US,04/19/2020 07:00,1798,53,465,0,0,2020-04-19 22:00:00,1280,2095000.0,34.5708167,-105.993007,North America,Worldwide
Arkansas,US,04/19/2020 07:00,1777,38,726,0,0,2020-04-19 22:00:00,1013,3014000.0,35.2048883,-92.4479108,North America,Worldwide
Idaho,US,04/19/2020 07:00,1668,44,520,0,0,2020-04-19 22:00:00,1104,1754000.0,43.644764200000004,-114.0154071,North America,Worldwide
South Dakota,US,04/19/2020 07:00,1542,7,552,0,0,2020-04-19 22:00:00,983,882235.0,44.6471761,-100.348761,North America,Worldwide
New Hampshire,US,04/19/2020 07:00,1342,38,513,0,0,2020-04-19 22:00:00,791,1356000.0,43.484913299999995,-71.6553992,North America,Worldwide
Nebraska,US,04/19/2020 07:00,1287,28,0,0,0,2020-04-19 22:00:00,1259,1929000.0,41.7370229,-99.5873816,North America,Worldwide
Navajo Nation,US,04/19/2020 07:00,1127,44,0,0,0,2020-04-19 22:00:00,1083,356890.0,36.3089731,-109.32568799999999,North America,Worldwide
Puerto Rico,US,04/19/2020 07:00,1118,60,0,0,0,2020-04-19 22:00:00,1058,3195000.0,18.2214149,-66.4132818,North America,Worldwide
Maine,US,04/19/2020 07:00,847,32,382,0,0,2020-04-19 22:00:00,433,1338000.0,45.709097,-68.8590201,North America,Worldwide
West Virginia,US,04/19/2020 07:00,826,18,255,0,0,2020-04-19 22:00:00,553,1806000.0,38.475840600000005,-80.84084150000001,North America,Worldwide
Vermont,US,04/19/2020 07:00,803,38,0,0,0,2020-04-19 22:00:00,765,626299.0,44.5990718,-72.5002608,North America,Worldwide
Hawaii,US,04/19/2020 07:00,574,9,390,0,0,2020-04-19 22:00:00,175,1420000.0,21.2160437,-157.975203,North America,Worldwide
North Dakota,US,04/19/2020 07:00,528,9,183,0,0,2020-04-19 22:00:00,336,760077.0,47.6201461,-100.540737,North America,Worldwide
Montana,US,04/19/2020 07:00,426,10,243,0,0,2020-04-19 22:00:00,173,1062000.0,47.3752671,-109.63875790000002,North America,Worldwide
Alaska,US,04/19/2020 07:00,314,9,128,0,0,2020-04-19 22:00:00,177,737438.0,64.44596130000001,-149.680909,North America,Worldwide
Wyoming,US,04/19/2020 07:00,309,2,227,0,0,2020-04-19 22:00:00,80,577737.0,43.1700264,-107.5685348,North America,Worldwide
Guam,US,04/19/2020 07:00,136,5,97,0,0,2020-04-19 22:00:00,34,164229.0,13.4501257,144.757551,North America,Worldwide
Grand Princess,US,04/19/2020 07:00,103,3,0,0,0,2020-04-19 22:00:00,100,3500.0,37.7268801,-122.203452,North America,Worldwide
US Virgin Islands,US,04/19/2020 07:00,53,3,46,0,0,2020-04-19 22:00:00,4,107268.0,17.789187,-64.7080574,North America,Worldwide
Diamond Princess,US,04/19/2020 07:00,49,0,0,0,0,2020-04-19 22:00:00,49,3700.0,41.258745899999994,-95.93837579999999,North America,Worldwide
Quebec,Canada,04/19/2020 07:00,17521,805,3315,0,0,2020-04-19 22:00:00,13401,8485000.0,52.4760892,-71.8258668,North America,Worldwide
Ontario,Canada,04/19/2020 07:00,11013,564,4875,0,0,2020-04-19 22:00:00,5574,14570000.0,50.000678,-86.000977,North America,Worldwide
Alberta,Canada,04/19/2020 07:00,2562,51,1162,0,0,2020-04-19 22:00:00,1349,4371000.0,55.001251,-115.00213600000001,North America,Worldwide
British Columbia,Canada,04/19/2020 07:00,1647,81,996,0,0,2020-04-19 22:00:00,570,5071000.0,55.001251,-125.00244099999999,North America,Worldwide
Nova Scotia,Canada,04/19/2020 07:00,649,7,184,0,0,2020-04-19 22:00:00,458,971395.0,45.1960403,-63.1653789,North America,Worldwide
Saskatchewan,Canada,04/19/2020 07:00,313,4,234,0,0,2020-04-19 22:00:00,75,1174000.0,55.5321257,-106.1412243,North America,Worldwide
Newfoundland and Labrador,Canada,04/19/2020 07:00,257,3,189,0,0,2020-04-19 22:00:00,65,521542.0,53.821732700000005,-61.2295532,North America,Worldwide
Manitoba,Canada,04/19/2020 07:00,253,5,140,0,0,2020-04-19 22:00:00,108,1369000.0,55.001251,-97.001038,North America,Worldwide
New Brunswick,Canada,04/19/2020 07:00,118,0,87,0,0,2020-04-19 22:00:00,31,776827.0,46.500283,-66.75018299999999,North America,Worldwide
Prince Edward Island,Canada,04/19/2020 07:00,26,0,23,0,0,2020-04-19 22:00:00,3,156947.0,46.5035454,-63.595517099999995,North America,Worldwide
Yukon,Canada,04/19/2020 07:00,9,0,8,0,0,2020-04-19 22:00:00,1,35874.0,63.000147,-136.002502,North America,Worldwide
Northwest Territories,Canada,04/19/2020 07:00,5,0,3,0,0,2020-04-19 22:00:00,2,44826.0,65.00000039999999,-118.0,North America,Worldwide
,US,04/19/2020 07:00,0,0,0,3722209,13551,2020-04-19 22:00:00,0,0.0,39.7837304,-100.4458825,North America,Worldwide
,Canada,04/19/2020 07:00,0,0,0,516216,557,2020-04-19 22:00:00,0,0.0,61.0666922,-107.9917071,North America,Worldwide
,Spain,04/19/2020 07:00,195944,20453,77357,930230,7371,2020-04-19 22:00:00,98134,46660000.0,39.3262345,-4.838064900000001,Europe,Worldwide
,Italy,04/19/2020 07:00,175925,23227,44927,1305833,2733,2020-04-19 22:00:00,107771,60480000.0,45.6209,9.768892999999998,Europe,Worldwide
,France,04/19/2020 07:00,151793,19323,35983,463662,5833,2020-04-19 22:00:00,96487,66990000.0,46.603353999999996,1.8883334999999999,Europe,Worldwide
,Germany,04/19/2020 07:00,143779,4543,88000,1728357,2922,2020-04-19 22:00:00,51236,82790000.0,51.0834196,10.4234469,Europe,Worldwide
,UK,04/19/2020 07:00,114217,15464,626,460437,1559,2020-04-19 22:00:00,98127,66440000.0,54.702354500000006,-3.2765752999999997,Europe,Worldwide
,Turkey,04/19/2020 07:00,82329,1890,10453,598933,1894,2020-04-19 22:00:00,69986,80810000.0,38.959759399999996,34.9249653,Asia,Worldwide
,Iran,04/19/2020 07:00,82211,5118,57023,341662,3456,2020-04-19 22:00:00,20070,81160000.0,32.6475314,54.56435160000001,Asia,Worldwide
,Russia,04/19/2020 07:00,42853,361,3291,1940000,8,2020-04-19 22:00:00,39201,144500000.0,64.6863136,97.7453061,Europe,Worldwide
Brussels,Belgium,04/19/2020 07:00,38496,5683,8757,153778,1081,2020-04-19 22:00:00,24056,11400000.0,50.8436709,4.3674367,Europe,Worldwide
,Brazil,04/19/2020 07:00,36925,2372,14026,62985,6634,2020-04-19 22:00:00,20527,209300000.0,-10.333333300000001,-53.2,South America,Worldwide
,Netherlands,04/19/2020 07:00,31589,3601,250,154911,1279,2020-04-19 22:00:00,27738,17180000.0,52.500169799999995,5.7480820999999995,Europe,Worldwide
,Switzerland,04/19/2020 07:00,27404,1368,17100,216400,386,2020-04-19 22:00:00,8936,8570000.0,46.7985624,8.231973599999998,Europe,Worldwide
,Portugal,04/19/2020 07:00,20206,714,610,235878,224,2020-04-19 22:00:00,18882,10290000.0,40.0332629,-7.889626299999999,Europe,Worldwide
,India,04/19/2020 07:00,16365,521,2466,372123,0,2020-04-19 22:00:00,13378,1339000000.0,22.3511148,78.6677428,Asia,Worldwide
,Ireland,04/19/2020 07:00,14758,571,77,90646,294,2020-04-19 22:00:00,14110,4830000.0,52.865196,-7.9794599,Europe,Worldwide
,Austria,04/19/2020 07:00,14681,443,10501,179243,204,2020-04-19 22:00:00,3737,8822000.0,47.2000338,13.199959,Europe,Worldwide
,Peru,04/19/2020 07:00,14420,348,6684,135895,117,2020-04-19 22:00:00,7388,32170000.0,-6.8699697,-75.0458515,South America,Worldwide
,Sweden,04/19/2020 07:00,13822,1511,550,74600,1054,2020-04-19 22:00:00,11761,10120000.0,59.67497120000001,14.5208584,Europe,Worldwide
,Israel,04/19/2020 07:00,13362,171,3564,187250,156,2020-04-19 22:00:00,9627,8712000.0,31.531311300000002,34.8667654,Asia,Worldwide
,South Korea,04/19/2020 07:00,10661,234,8042,559109,55,2020-04-19 22:00:00,2385,51470000.0,35.8713,128.6018,Asia,Worldwide
,Japan,04/19/2020 07:00,10296,222,1069,111325,221,2020-04-19 22:00:00,9005,126800000.0,36.5748441,139.2394179,Asia,Worldwide
,Chile,04/19/2020 07:00,9730,126,4035,108891,360,2020-04-19 22:00:00,5569,18050000.0,-31.7613365,-71.3187697,South America,Worldwide
,Poland,04/19/2020 07:00,9082,350,1040,204246,160,2020-04-19 22:00:00,7692,37980000.0,52.215933,19.134422,Europe,Worldwide
,Ecuador,04/19/2020 07:00,9022,456,1008,30922,168,2020-04-19 22:00:00,7558,16620000.0,-1.3397668,-79.3666965,South America,Worldwide
,Romania,04/19/2020 07:00,8746,434,1892,93611,256,2020-04-19 22:00:00,6420,19530000.0,45.98521289999999,24.6859225,Europe,Worldwide
,Saudi Arabia,04/19/2020 07:00,8274,92,1329,150000,78,2020-04-19 22:00:00,6853,32940000.0,25.624261800000003,42.352832799999995,Asia,Worldwide
,Pakistan,04/19/2020 07:00,7993,159,1868,98522,46,2020-04-19 22:00:00,5966,197000000.0,30.3308401,71.247499,Asia,Worldwide
,Mexico,04/19/2020 07:00,7497,650,2627,49167,207,2020-04-19 22:00:00,4220,129200000.0,19.4326296,-99.1331785,North America,Worldwide
,Denmark,04/19/2020 07:00,7242,346,3847,91437,76,2020-04-19 22:00:00,3049,5603000.0,55.670249,10.333328300000002,Europe,Worldwide
,Norway,04/19/2020 07:00,7069,165,32,139668,58,2020-04-19 22:00:00,6872,5368000.0,60.5000209,9.099971499999999,Europe,Worldwide
,United Arab Emirates,04/19/2020 07:00,6781,41,1286,767000,1,2020-04-19 22:00:00,5454,9400000.0,24.0002488,53.999482900000004,Asia,Worldwide
,Czechia,04/19/2020 07:00,6657,181,1235,168096,84,2020-04-19 22:00:00,5241,10650000.0,49.816700299999994,15.4749544,Europe,Worldwide
,Singapore,04/19/2020 07:00,6588,11,740,94796,23,2020-04-19 22:00:00,5837,5612000.0,1.340863,103.8303918,Asia,Worldwide
,Indonesia,04/19/2020 07:00,6575,582,686,42219,0,2020-04-19 22:00:00,5307,264000000.0,-2.4833826,117.89028529999999,Asia,Worldwide
,Philippines,04/19/2020 07:00,6259,409,572,59928,1,2020-04-19 22:00:00,5278,104900000.0,12.750348599999999,122.7312101,Asia,Worldwide
,Serbia,04/19/2020 07:00,5994,117,637,36028,126,2020-04-19 22:00:00,5240,7022000.0,44.02432279999999,21.0765743,Europe,Worldwide
,Ukraine,04/19/2020 07:00,5449,141,347,57111,45,2020-04-19 22:00:00,4961,42220000.0,49.4871968,31.2718321,Europe,Worldwide
,Qatar,04/19/2020 07:00,5448,8,518,62538,37,2020-04-19 22:00:00,4922,2639000.0,25.3336984,51.2295295,Asia,Worldwide
,Malaysia,04/19/2020 07:00,5389,89,3197,100794,46,2020-04-19 22:00:00,2103,31620000.0,4.5693754,102.2656823,Asia,Worldwide
,Belarus,04/19/2020 07:00,4779,45,342,86813,65,2020-04-19 22:00:00,4392,9508000.0,53.4250605,27.6971358,Europe,Worldwide
,Dominican Republic,04/19/2020 07:00,4335,217,312,14373,146,2020-04-19 22:00:00,3806,10770000.0,19.0974031,-70.30280259999999,North America,Worldwide
,Panama,04/19/2020 07:00,4273,120,140,19091,96,2020-04-19 22:00:00,4013,4099000.0,8.559559,-81.1308434,North America,Worldwide
,Finland,04/19/2020 07:00,3783,94,1700,57300,68,2020-04-19 22:00:00,1989,5513000.0,63.2467777,25.9209164,Europe,Worldwide
,Colombia,04/19/2020 07:00,3621,166,691,59002,98,2020-04-19 22:00:00,2764,49070000.0,2.8894433999999998,-73.78389200000001,South America,Worldwide
,Luxembourg,04/19/2020 07:00,3537,72,601,33252,32,2020-04-19 22:00:00,2864,602005.0,49.8158683,6.1296751,Europe,Worldwide
,South Africa,04/19/2020 07:00,3034,52,903,108021,36,2020-04-19 22:00:00,2079,56720000.0,-28.816623600000003,24.991639000000003,Africa,Worldwide
,Egypt,04/19/2020 07:00,3032,224,701,55000,0,2020-04-19 22:00:00,2107,97550000.0,26.254049300000002,29.2675469,Africa,Worldwide
,Argentina,04/19/2020 07:00,2839,132,685,30942,127,2020-04-19 22:00:00,2022,44270000.0,-34.9964963,-64.9672817,South America,Worldwide
,Morocco,04/19/2020 07:00,2820,138,322,14189,1,2020-04-19 22:00:00,2360,35740000.0,31.1728205,-7.3362482,Africa,Worldwide
,Thailand,04/19/2020 07:00,2765,47,1928,100498,61,2020-04-19 22:00:00,790,69040000.0,14.8971921,100.83273,Asia,Worldwide
,Algeria,04/19/2020 07:00,2534,367,894,6500,60,2020-04-19 22:00:00,1273,41320000.0,28.000027199999998,2.9999825,Africa,Worldwide
,Bangladesh,04/19/2020 07:00,2456,91,75,23941,1,2020-04-19 22:00:00,2290,164700000.0,24.4768598,90.29322990000001,Asia,Worldwide
,Moldova,04/19/2020 07:00,2351,61,457,9848,80,2020-04-19 22:00:00,1833,3550000.0,47.28796079999999,28.5670941,Europe,Worldwide
,Greece,04/19/2020 07:00,2235,110,269,53290,67,2020-04-19 22:00:00,1856,10740000.0,38.995368299999996,21.987713199999998,Europe,Worldwide
,Hungary,04/19/2020 07:00,1916,189,250,46353,61,2020-04-19 22:00:00,1477,9773000.0,47.1817585,19.5060937,Europe,Worldwide
,Kuwait,04/19/2020 07:00,1915,7,305,0,38,2020-04-19 22:00:00,1603,4137000.0,29.2733964,47.4979476,Asia,Worldwide
,Croatia,04/19/2020 07:00,1832,39,615,21647,27,2020-04-19 22:00:00,1178,4067000.0,45.5643442,17.0118954,Europe,Worldwide
,Bahrain,04/19/2020 07:00,1773,7,755,82568,3,2020-04-19 22:00:00,1011,1493000.0,26.155124899999997,50.5344606,Asia,Worldwide
,Iceland,04/19/2020 07:00,1760,9,1291,41091,3,2020-04-19 22:00:00,460,364260.0,64.9841821,-18.1059013,Europe,Worldwide
,Kazakhstan,04/19/2020 07:00,1661,17,382,100878,22,2020-04-19 22:00:00,1262,18040000.0,47.2286086,65.20931970000001,Asia,Worldwide
,Estonia,04/19/2020 07:00,1528,40,164,40333,10,2020-04-19 22:00:00,1324,1328000.0,58.75237779999999,25.3319078,Europe,Worldwide
,Iraq,04/19/2020 07:00,1513,82,953,53955,0,2020-04-19 22:00:00,478,38270000.0,33.0955793,44.174977500000004,Asia,Worldwide
,Uzbekistan,04/19/2020 07:00,1495,5,214,136000,8,2020-04-19 22:00:00,1276,32390000.0,41.32373,63.9528098,Asia,Worldwide
,New Zealand,04/19/2020 07:00,1431,12,912,83224,18,2020-04-19 22:00:00,507,4794000.0,-41.5000831,172.83440769999999,Oceania,Worldwide
,Azerbaijan,04/19/2020 07:00,1373,18,590,86607,21,2020-04-19 22:00:00,765,9898000.0,40.3936294,47.787250799999995,Asia,Worldwide
,Slovenia,04/19/2020 07:00,1330,74,192,41265,26,2020-04-19 22:00:00,1064,2067000.0,45.813311299999995,14.4808369,Europe,Worldwide
,Lithuania,04/19/2020 07:00,1298,34,242,64035,14,2020-04-19 22:00:00,1022,2794000.0,55.350000300000005,23.7499997,Europe,Worldwide
,Armenia,04/19/2020 07:00,1291,20,545,12680,30,2020-04-19 22:00:00,726,2973000.0,40.7696272,44.6736646,Asia,Worldwide
,Bosnia and Herzegovina,04/19/2020 07:00,1285,48,347,17818,4,2020-04-19 22:00:00,890,3507000.0,44.305347600000005,17.596146700000002,Europe,Worldwide
,Oman,04/19/2020 07:00,1266,6,233,0,3,2020-04-19 22:00:00,1027,4636000.0,21.000028699999998,57.00369010000001,Asia,Worldwide
,North Macedonia,04/19/2020 07:00,1207,51,179,11870,15,2020-04-19 22:00:00,977,2077000.0,41.617121399999995,21.7168387,Europe,Worldwide
,Slovakia,04/19/2020 07:00,1161,12,229,44276,10,2020-04-19 22:00:00,920,5450000.0,48.74115220000001,19.4528646,Europe,Worldwide
Hong Kong,Hong Kong,04/19/2020 07:00,1026,4,602,131786,8,2020-04-19 22:00:00,420,7392000.0,22.2793278,114.16281310000001,Asia,Worldwide
,Cameroon,04/19/2020 07:00,1017,42,305,0,33,2020-04-19 22:00:00,670,24050000.0,4.6125522000000005,13.153581099999998,Africa,Worldwide
